PING 10.10.2.1 (10.10.2.1) 56(84) bytes of data.
64 bytes from 10.10.2.1: icmp_seq=1 ttl=63 time=3163 ms
64 bytes from 10.10.2.1: icmp_seq=2 ttl=63 time=2877 ms
64 bytes from 10.10.2.1: icmp_seq=3 ttl=63 time=2005 ms
64 bytes from 10.10.2.1: icmp_seq=5 ttl=63 time=0.072 ms
64 bytes from 10.10.2.1: icmp_seq=6 ttl=63 time=0.068 ms
64 bytes from 10.10.2.1: icmp_seq=4 ttl=63 time=2699 ms
64 bytes from 10.10.2.1: icmp_seq=7 ttl=63 time=0.067 ms
64 bytes from 10.10.2.1: icmp_seq=8 ttl=63 time=0.119 ms
64 bytes from 10.10.2.1: icmp_seq=9 ttl=63 time=0.114 ms
64 bytes from 10.10.2.1: icmp_seq=10 ttl=63 time=1185 ms
64 bytes from 10.10.2.1: icmp_seq=11 ttl=63 time=162 ms
64 bytes from 10.10.2.1: icmp_seq=12 ttl=63 time=0.102 ms
64 bytes from 10.10.2.1: icmp_seq=13 ttl=63 time=0.102 ms
64 bytes from 10.10.2.1: icmp_seq=14 ttl=63 time=0.081 ms
64 bytes from 10.10.2.1: icmp_seq=15 ttl=63 time=0.046 ms
64 bytes from 10.10.2.1: icmp_seq=16 ttl=63 time=0.097 ms
64 bytes from 10.10.2.1: icmp_seq=17 ttl=63 time=0.140 ms
64 bytes from 10.10.2.1: icmp_seq=18 ttl=63 time=0.148 ms
64 bytes from 10.10.2.1: icmp_seq=19 ttl=63 time=0.129 ms
64 bytes from 10.10.2.1: icmp_seq=20 ttl=63 time=0.199 ms
64 bytes from 10.10.2.1: icmp_seq=21 ttl=63 time=0.037 ms
64 bytes from 10.10.2.1: icmp_seq=22 ttl=63 time=0.069 ms
64 bytes from 10.10.2.1: icmp_seq=23 ttl=63 time=0.539 ms
64 bytes from 10.10.2.1: icmp_seq=24 ttl=63 time=0.169 ms
64 bytes from 10.10.2.1: icmp_seq=25 ttl=63 time=0.151 ms
64 bytes from 10.10.2.1: icmp_seq=26 ttl=63 time=0.098 ms
64 bytes from 10.10.2.1: icmp_seq=27 ttl=63 time=0.075 ms
64 bytes from 10.10.2.1: icmp_seq=28 ttl=63 time=0.113 ms
64 bytes from 10.10.2.1: icmp_seq=29 ttl=63 time=0.030 ms
64 bytes from 10.10.2.1: icmp_seq=30 ttl=63 time=0.054 ms
64 bytes from 10.10.2.1: icmp_seq=31 ttl=63 time=0.024 ms
64 bytes from 10.10.2.1: icmp_seq=32 ttl=63 time=0.077 ms
64 bytes from 10.10.2.1: icmp_seq=33 ttl=63 time=0.090 ms
64 bytes from 10.10.2.1: icmp_seq=34 ttl=63 time=0.032 ms
64 bytes from 10.10.2.1: icmp_seq=35 ttl=63 time=0.032 ms
64 bytes from 10.10.2.1: icmp_seq=36 ttl=63 time=0.042 ms
64 bytes from 10.10.2.1: icmp_seq=37 ttl=63 time=0.036 ms
64 bytes from 10.10.2.1: icmp_seq=38 ttl=63 time=0.067 ms
64 bytes from 10.10.2.1: icmp_seq=39 ttl=63 time=0.048 ms
64 bytes from 10.10.2.1: icmp_seq=40 ttl=63 time=0.130 ms
64 bytes from 10.10.2.1: icmp_seq=41 ttl=63 time=0.045 ms
64 bytes from 10.10.2.1: icmp_seq=42 ttl=63 time=0.038 ms
64 bytes from 10.10.2.1: icmp_seq=43 ttl=63 time=0.309 ms
64 bytes from 10.10.2.1: icmp_seq=44 ttl=63 time=0.150 ms
64 bytes from 10.10.2.1: icmp_seq=45 ttl=63 time=0.075 ms
64 bytes from 10.10.2.1: icmp_seq=46 ttl=63 time=0.046 ms
64 bytes from 10.10.2.1: icmp_seq=47 ttl=63 time=0.220 ms
64 bytes from 10.10.2.1: icmp_seq=48 ttl=63 time=0.024 ms
64 bytes from 10.10.2.1: icmp_seq=49 ttl=63 time=0.049 ms
64 bytes from 10.10.2.1: icmp_seq=50 ttl=63 time=0.066 ms

--- 10.10.2.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49991ms
rtt min/avg/max/mdev = 0.024/241.975/3163.327/749.691 ms, pipe 4
