PING 10.10.12.1 (10.10.12.1) 56(84) bytes of data.
64 bytes from 10.10.12.1: icmp_seq=1 ttl=63 time=5159 ms
64 bytes from 10.10.12.1: icmp_seq=7 ttl=63 time=0.027 ms
64 bytes from 10.10.12.1: icmp_seq=4 ttl=63 time=3307 ms
64 bytes from 10.10.12.1: icmp_seq=3 ttl=63 time=4911 ms
64 bytes from 10.10.12.1: icmp_seq=8 ttl=63 time=0.027 ms
64 bytes from 10.10.12.1: icmp_seq=5 ttl=63 time=3553 ms
64 bytes from 10.10.12.1: icmp_seq=9 ttl=63 time=0.027 ms
64 bytes from 10.10.12.1: icmp_seq=2 ttl=63 time=7221 ms
64 bytes from 10.10.12.1: icmp_seq=6 ttl=63 time=3933 ms
64 bytes from 10.10.12.1: icmp_seq=10 ttl=63 time=328 ms
64 bytes from 10.10.12.1: icmp_seq=11 ttl=63 time=0.051 ms
64 bytes from 10.10.12.1: icmp_seq=12 ttl=63 time=0.095 ms
64 bytes from 10.10.12.1: icmp_seq=13 ttl=63 time=0.039 ms
64 bytes from 10.10.12.1: icmp_seq=14 ttl=63 time=0.131 ms
64 bytes from 10.10.12.1: icmp_seq=15 ttl=63 time=0.037 ms
64 bytes from 10.10.12.1: icmp_seq=16 ttl=63 time=0.103 ms
64 bytes from 10.10.12.1: icmp_seq=17 ttl=63 time=0.044 ms
64 bytes from 10.10.12.1: icmp_seq=18 ttl=63 time=0.077 ms
64 bytes from 10.10.12.1: icmp_seq=19 ttl=63 time=0.039 ms
64 bytes from 10.10.12.1: icmp_seq=20 ttl=63 time=0.279 ms
64 bytes from 10.10.12.1: icmp_seq=21 ttl=63 time=0.034 ms
64 bytes from 10.10.12.1: icmp_seq=22 ttl=63 time=0.081 ms
64 bytes from 10.10.12.1: icmp_seq=23 ttl=63 time=0.273 ms
64 bytes from 10.10.12.1: icmp_seq=24 ttl=63 time=0.100 ms
64 bytes from 10.10.12.1: icmp_seq=25 ttl=63 time=0.046 ms
64 bytes from 10.10.12.1: icmp_seq=26 ttl=63 time=0.116 ms
64 bytes from 10.10.12.1: icmp_seq=27 ttl=63 time=0.070 ms
64 bytes from 10.10.12.1: icmp_seq=28 ttl=63 time=0.094 ms
64 bytes from 10.10.12.1: icmp_seq=29 ttl=63 time=0.103 ms
64 bytes from 10.10.12.1: icmp_seq=30 ttl=63 time=0.165 ms
64 bytes from 10.10.12.1: icmp_seq=31 ttl=63 time=0.039 ms
64 bytes from 10.10.12.1: icmp_seq=32 ttl=63 time=0.073 ms
64 bytes from 10.10.12.1: icmp_seq=33 ttl=63 time=0.169 ms
64 bytes from 10.10.12.1: icmp_seq=34 ttl=63 time=0.103 ms
64 bytes from 10.10.12.1: icmp_seq=35 ttl=63 time=0.083 ms
64 bytes from 10.10.12.1: icmp_seq=36 ttl=63 time=0.029 ms
64 bytes from 10.10.12.1: icmp_seq=37 ttl=63 time=0.027 ms
64 bytes from 10.10.12.1: icmp_seq=38 ttl=63 time=0.030 ms
64 bytes from 10.10.12.1: icmp_seq=39 ttl=63 time=0.030 ms
64 bytes from 10.10.12.1: icmp_seq=40 ttl=63 time=0.049 ms
64 bytes from 10.10.12.1: icmp_seq=41 ttl=63 time=0.128 ms
64 bytes from 10.10.12.1: icmp_seq=42 ttl=63 time=0.102 ms
64 bytes from 10.10.12.1: icmp_seq=43 ttl=63 time=0.052 ms
64 bytes from 10.10.12.1: icmp_seq=44 ttl=63 time=0.048 ms
64 bytes from 10.10.12.1: icmp_seq=45 ttl=63 time=0.117 ms
64 bytes from 10.10.12.1: icmp_seq=46 ttl=63 time=0.027 ms
64 bytes from 10.10.12.1: icmp_seq=47 ttl=63 time=0.088 ms
64 bytes from 10.10.12.1: icmp_seq=48 ttl=63 time=0.084 ms
64 bytes from 10.10.12.1: icmp_seq=49 ttl=63 time=0.440 ms
64 bytes from 10.10.12.1: icmp_seq=50 ttl=63 time=0.086 ms

--- 10.10.12.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49928ms
rtt min/avg/max/mdev = 0.027/568.389/7221.421/1586.728 ms, pipe 8
