PING 10.10.0.1 (10.10.0.1) 56(84) bytes of data.
64 bytes from 10.10.0.1: icmp_seq=1 ttl=63 time=149 ms
64 bytes from 10.10.0.1: icmp_seq=2 ttl=63 time=0.514 ms
64 bytes from 10.10.0.1: icmp_seq=3 ttl=63 time=0.211 ms
64 bytes from 10.10.0.1: icmp_seq=4 ttl=63 time=0.069 ms
64 bytes from 10.10.0.1: icmp_seq=5 ttl=63 time=0.080 ms
64 bytes from 10.10.0.1: icmp_seq=6 ttl=63 time=0.105 ms
64 bytes from 10.10.0.1: icmp_seq=7 ttl=63 time=0.072 ms
64 bytes from 10.10.0.1: icmp_seq=8 ttl=63 time=0.134 ms
64 bytes from 10.10.0.1: icmp_seq=9 ttl=63 time=0.220 ms
64 bytes from 10.10.0.1: icmp_seq=10 ttl=63 time=0.078 ms
64 bytes from 10.10.0.1: icmp_seq=11 ttl=63 time=0.059 ms
64 bytes from 10.10.0.1: icmp_seq=12 ttl=63 time=0.061 ms
64 bytes from 10.10.0.1: icmp_seq=13 ttl=63 time=0.069 ms
64 bytes from 10.10.0.1: icmp_seq=14 ttl=63 time=0.061 ms
64 bytes from 10.10.0.1: icmp_seq=15 ttl=63 time=0.592 ms
64 bytes from 10.10.0.1: icmp_seq=16 ttl=63 time=0.052 ms
64 bytes from 10.10.0.1: icmp_seq=17 ttl=63 time=0.124 ms
64 bytes from 10.10.0.1: icmp_seq=18 ttl=63 time=0.101 ms
64 bytes from 10.10.0.1: icmp_seq=19 ttl=63 time=0.344 ms
64 bytes from 10.10.0.1: icmp_seq=20 ttl=63 time=0.217 ms
64 bytes from 10.10.0.1: icmp_seq=21 ttl=63 time=0.138 ms
64 bytes from 10.10.0.1: icmp_seq=22 ttl=63 time=0.227 ms
64 bytes from 10.10.0.1: icmp_seq=23 ttl=63 time=0.084 ms
64 bytes from 10.10.0.1: icmp_seq=24 ttl=63 time=0.150 ms
64 bytes from 10.10.0.1: icmp_seq=25 ttl=63 time=0.211 ms
64 bytes from 10.10.0.1: icmp_seq=26 ttl=63 time=0.156 ms
64 bytes from 10.10.0.1: icmp_seq=27 ttl=63 time=0.081 ms
64 bytes from 10.10.0.1: icmp_seq=28 ttl=63 time=0.063 ms
64 bytes from 10.10.0.1: icmp_seq=29 ttl=63 time=0.099 ms
64 bytes from 10.10.0.1: icmp_seq=30 ttl=63 time=0.077 ms
64 bytes from 10.10.0.1: icmp_seq=31 ttl=63 time=0.160 ms
64 bytes from 10.10.0.1: icmp_seq=32 ttl=63 time=0.100 ms
64 bytes from 10.10.0.1: icmp_seq=33 ttl=63 time=0.101 ms
64 bytes from 10.10.0.1: icmp_seq=34 ttl=63 time=0.068 ms
64 bytes from 10.10.0.1: icmp_seq=35 ttl=63 time=0.109 ms
64 bytes from 10.10.0.1: icmp_seq=36 ttl=63 time=0.088 ms
64 bytes from 10.10.0.1: icmp_seq=37 ttl=63 time=0.129 ms
64 bytes from 10.10.0.1: icmp_seq=38 ttl=63 time=0.100 ms
64 bytes from 10.10.0.1: icmp_seq=39 ttl=63 time=0.072 ms
64 bytes from 10.10.0.1: icmp_seq=40 ttl=63 time=0.145 ms
64 bytes from 10.10.0.1: icmp_seq=41 ttl=63 time=0.139 ms
64 bytes from 10.10.0.1: icmp_seq=42 ttl=63 time=0.104 ms
64 bytes from 10.10.0.1: icmp_seq=43 ttl=63 time=0.103 ms
64 bytes from 10.10.0.1: icmp_seq=44 ttl=63 time=0.229 ms
64 bytes from 10.10.0.1: icmp_seq=45 ttl=63 time=0.310 ms
64 bytes from 10.10.0.1: icmp_seq=46 ttl=63 time=0.134 ms
64 bytes from 10.10.0.1: icmp_seq=47 ttl=63 time=0.089 ms
64 bytes from 10.10.0.1: icmp_seq=48 ttl=63 time=0.104 ms
64 bytes from 10.10.0.1: icmp_seq=49 ttl=63 time=0.071 ms
64 bytes from 10.10.0.1: icmp_seq=50 ttl=63 time=0.068 ms

--- 10.10.0.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49849ms
rtt min/avg/max/mdev = 0.052/3.120/149.142/20.860 ms
