PING 10.10.0.1 (10.10.0.1) 56(84) bytes of data.
64 bytes from 10.10.0.1: icmp_seq=1 ttl=63 time=370 ms
64 bytes from 10.10.0.1: icmp_seq=2 ttl=63 time=0.290 ms
64 bytes from 10.10.0.1: icmp_seq=3 ttl=63 time=0.096 ms
64 bytes from 10.10.0.1: icmp_seq=4 ttl=63 time=0.063 ms
64 bytes from 10.10.0.1: icmp_seq=5 ttl=63 time=0.137 ms
64 bytes from 10.10.0.1: icmp_seq=6 ttl=63 time=0.060 ms
64 bytes from 10.10.0.1: icmp_seq=7 ttl=63 time=0.151 ms
64 bytes from 10.10.0.1: icmp_seq=8 ttl=63 time=0.147 ms
64 bytes from 10.10.0.1: icmp_seq=9 ttl=63 time=0.067 ms
64 bytes from 10.10.0.1: icmp_seq=10 ttl=63 time=0.118 ms
64 bytes from 10.10.0.1: icmp_seq=11 ttl=63 time=0.113 ms
64 bytes from 10.10.0.1: icmp_seq=12 ttl=63 time=0.060 ms
64 bytes from 10.10.0.1: icmp_seq=13 ttl=63 time=0.104 ms
64 bytes from 10.10.0.1: icmp_seq=14 ttl=63 time=0.114 ms
64 bytes from 10.10.0.1: icmp_seq=15 ttl=63 time=0.097 ms
64 bytes from 10.10.0.1: icmp_seq=16 ttl=63 time=0.046 ms
64 bytes from 10.10.0.1: icmp_seq=17 ttl=63 time=0.100 ms
64 bytes from 10.10.0.1: icmp_seq=18 ttl=63 time=0.127 ms
64 bytes from 10.10.0.1: icmp_seq=19 ttl=63 time=0.075 ms
64 bytes from 10.10.0.1: icmp_seq=20 ttl=63 time=0.051 ms
64 bytes from 10.10.0.1: icmp_seq=21 ttl=63 time=0.129 ms
64 bytes from 10.10.0.1: icmp_seq=22 ttl=63 time=0.094 ms
64 bytes from 10.10.0.1: icmp_seq=23 ttl=63 time=0.221 ms
64 bytes from 10.10.0.1: icmp_seq=24 ttl=63 time=0.090 ms
64 bytes from 10.10.0.1: icmp_seq=25 ttl=63 time=0.068 ms
64 bytes from 10.10.0.1: icmp_seq=26 ttl=63 time=0.103 ms
64 bytes from 10.10.0.1: icmp_seq=27 ttl=63 time=0.091 ms
64 bytes from 10.10.0.1: icmp_seq=28 ttl=63 time=0.090 ms
64 bytes from 10.10.0.1: icmp_seq=29 ttl=63 time=0.119 ms
64 bytes from 10.10.0.1: icmp_seq=30 ttl=63 time=0.091 ms
64 bytes from 10.10.0.1: icmp_seq=31 ttl=63 time=0.177 ms
64 bytes from 10.10.0.1: icmp_seq=32 ttl=63 time=0.422 ms
64 bytes from 10.10.0.1: icmp_seq=33 ttl=63 time=0.109 ms
64 bytes from 10.10.0.1: icmp_seq=34 ttl=63 time=0.109 ms
64 bytes from 10.10.0.1: icmp_seq=35 ttl=63 time=0.048 ms
64 bytes from 10.10.0.1: icmp_seq=36 ttl=63 time=0.183 ms
64 bytes from 10.10.0.1: icmp_seq=37 ttl=63 time=0.047 ms
64 bytes from 10.10.0.1: icmp_seq=38 ttl=63 time=0.101 ms
64 bytes from 10.10.0.1: icmp_seq=39 ttl=63 time=0.078 ms
64 bytes from 10.10.0.1: icmp_seq=40 ttl=63 time=0.112 ms
64 bytes from 10.10.0.1: icmp_seq=41 ttl=63 time=0.056 ms
64 bytes from 10.10.0.1: icmp_seq=42 ttl=63 time=0.245 ms
64 bytes from 10.10.0.1: icmp_seq=43 ttl=63 time=0.370 ms
64 bytes from 10.10.0.1: icmp_seq=44 ttl=63 time=0.080 ms
64 bytes from 10.10.0.1: icmp_seq=45 ttl=63 time=0.108 ms
64 bytes from 10.10.0.1: icmp_seq=46 ttl=63 time=0.155 ms
64 bytes from 10.10.0.1: icmp_seq=47 ttl=63 time=0.080 ms
64 bytes from 10.10.0.1: icmp_seq=48 ttl=63 time=0.294 ms
64 bytes from 10.10.0.1: icmp_seq=49 ttl=63 time=0.076 ms
64 bytes from 10.10.0.1: icmp_seq=50 ttl=63 time=0.095 ms

--- 10.10.0.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 50051ms
rtt min/avg/max/mdev = 0.046/7.534/370.687/51.879 ms
