PING 10.10.8.1 (10.10.8.1) 56(84) bytes of data.
64 bytes from 10.10.8.1: icmp_seq=1 ttl=63 time=6943 ms
64 bytes from 10.10.8.1: icmp_seq=4 ttl=63 time=4003 ms
64 bytes from 10.10.8.1: icmp_seq=8 ttl=63 time=0.161 ms
64 bytes from 10.10.8.1: icmp_seq=9 ttl=63 time=0.228 ms
64 bytes from 10.10.8.1: icmp_seq=5 ttl=63 time=4404 ms
64 bytes from 10.10.8.1: icmp_seq=3 ttl=63 time=7329 ms
64 bytes from 10.10.8.1: icmp_seq=6 ttl=63 time=5034 ms
64 bytes from 10.10.8.1: icmp_seq=2 ttl=63 time=10098 ms
64 bytes from 10.10.8.1: icmp_seq=7 ttl=63 time=5451 ms
64 bytes from 10.10.8.1: icmp_seq=13 ttl=63 time=2545 ms
64 bytes from 10.10.8.1: icmp_seq=14 ttl=63 time=1531 ms
64 bytes from 10.10.8.1: icmp_seq=15 ttl=63 time=507 ms
64 bytes from 10.10.8.1: icmp_seq=16 ttl=63 time=0.219 ms
64 bytes from 10.10.8.1: icmp_seq=17 ttl=63 time=0.330 ms
64 bytes from 10.10.8.1: icmp_seq=18 ttl=63 time=0.059 ms
64 bytes from 10.10.8.1: icmp_seq=19 ttl=63 time=0.151 ms
64 bytes from 10.10.8.1: icmp_seq=20 ttl=63 time=0.067 ms
64 bytes from 10.10.8.1: icmp_seq=21 ttl=63 time=0.193 ms
64 bytes from 10.10.8.1: icmp_seq=22 ttl=63 time=0.039 ms
64 bytes from 10.10.8.1: icmp_seq=23 ttl=63 time=0.042 ms
64 bytes from 10.10.8.1: icmp_seq=24 ttl=63 time=0.103 ms
64 bytes from 10.10.8.1: icmp_seq=25 ttl=63 time=0.038 ms
64 bytes from 10.10.8.1: icmp_seq=26 ttl=63 time=0.094 ms
64 bytes from 10.10.8.1: icmp_seq=27 ttl=63 time=0.054 ms
64 bytes from 10.10.8.1: icmp_seq=28 ttl=63 time=0.045 ms
64 bytes from 10.10.8.1: icmp_seq=29 ttl=63 time=0.051 ms
64 bytes from 10.10.8.1: icmp_seq=30 ttl=63 time=0.029 ms
64 bytes from 10.10.8.1: icmp_seq=31 ttl=63 time=0.129 ms
64 bytes from 10.10.8.1: icmp_seq=32 ttl=63 time=0.094 ms
64 bytes from 10.10.8.1: icmp_seq=33 ttl=63 time=0.079 ms
64 bytes from 10.10.8.1: icmp_seq=34 ttl=63 time=0.103 ms
64 bytes from 10.10.8.1: icmp_seq=35 ttl=63 time=0.034 ms
64 bytes from 10.10.8.1: icmp_seq=36 ttl=63 time=0.146 ms
64 bytes from 10.10.8.1: icmp_seq=37 ttl=63 time=0.033 ms
64 bytes from 10.10.8.1: icmp_seq=38 ttl=63 time=0.036 ms
64 bytes from 10.10.8.1: icmp_seq=39 ttl=63 time=0.107 ms
64 bytes from 10.10.8.1: icmp_seq=40 ttl=63 time=0.105 ms
64 bytes from 10.10.8.1: icmp_seq=41 ttl=63 time=0.058 ms
64 bytes from 10.10.8.1: icmp_seq=42 ttl=63 time=0.033 ms
64 bytes from 10.10.8.1: icmp_seq=43 ttl=63 time=0.080 ms
64 bytes from 10.10.8.1: icmp_seq=44 ttl=63 time=0.085 ms
64 bytes from 10.10.8.1: icmp_seq=45 ttl=63 time=0.101 ms
64 bytes from 10.10.8.1: icmp_seq=46 ttl=63 time=0.166 ms
64 bytes from 10.10.8.1: icmp_seq=47 ttl=63 time=0.164 ms
64 bytes from 10.10.8.1: icmp_seq=48 ttl=63 time=0.036 ms
64 bytes from 10.10.8.1: icmp_seq=49 ttl=63 time=0.070 ms
64 bytes from 10.10.8.1: icmp_seq=50 ttl=63 time=0.034 ms
