PING 10.10.13.1 (10.10.13.1) 56(84) bytes of data.
64 bytes from 10.10.13.1: icmp_seq=1 ttl=63 time=6293 ms
64 bytes from 10.10.13.1: icmp_seq=4 ttl=63 time=3614 ms
64 bytes from 10.10.13.1: icmp_seq=8 ttl=63 time=0.032 ms
64 bytes from 10.10.13.1: icmp_seq=2 ttl=63 time=6527 ms
64 bytes from 10.10.13.1: icmp_seq=3 ttl=63 time=5670 ms
64 bytes from 10.10.13.1: icmp_seq=9 ttl=63 time=0.044 ms
64 bytes from 10.10.13.1: icmp_seq=5 ttl=63 time=4484 ms
64 bytes from 10.10.13.1: icmp_seq=6 ttl=63 time=6236 ms
64 bytes from 10.10.13.1: icmp_seq=7 ttl=63 time=6236 ms
64 bytes from 10.10.13.1: icmp_seq=13 ttl=63 time=2640 ms
64 bytes from 10.10.13.1: icmp_seq=14 ttl=63 time=1640 ms
64 bytes from 10.10.13.1: icmp_seq=15 ttl=63 time=632 ms
64 bytes from 10.10.13.1: icmp_seq=16 ttl=63 time=0.059 ms
64 bytes from 10.10.13.1: icmp_seq=17 ttl=63 time=0.101 ms
64 bytes from 10.10.13.1: icmp_seq=18 ttl=63 time=0.037 ms
64 bytes from 10.10.13.1: icmp_seq=19 ttl=63 time=0.035 ms
64 bytes from 10.10.13.1: icmp_seq=20 ttl=63 time=0.100 ms
64 bytes from 10.10.13.1: icmp_seq=21 ttl=63 time=0.171 ms
64 bytes from 10.10.13.1: icmp_seq=22 ttl=63 time=0.043 ms
64 bytes from 10.10.13.1: icmp_seq=23 ttl=63 time=0.055 ms
64 bytes from 10.10.13.1: icmp_seq=24 ttl=63 time=0.085 ms
64 bytes from 10.10.13.1: icmp_seq=25 ttl=63 time=0.103 ms
64 bytes from 10.10.13.1: icmp_seq=26 ttl=63 time=0.476 ms
64 bytes from 10.10.13.1: icmp_seq=27 ttl=63 time=0.066 ms
64 bytes from 10.10.13.1: icmp_seq=28 ttl=63 time=0.033 ms
64 bytes from 10.10.13.1: icmp_seq=29 ttl=63 time=0.054 ms
64 bytes from 10.10.13.1: icmp_seq=30 ttl=63 time=0.029 ms
64 bytes from 10.10.13.1: icmp_seq=31 ttl=63 time=0.113 ms
64 bytes from 10.10.13.1: icmp_seq=32 ttl=63 time=0.033 ms
64 bytes from 10.10.13.1: icmp_seq=33 ttl=63 time=0.106 ms
64 bytes from 10.10.13.1: icmp_seq=34 ttl=63 time=0.042 ms
64 bytes from 10.10.13.1: icmp_seq=35 ttl=63 time=0.064 ms
64 bytes from 10.10.13.1: icmp_seq=36 ttl=63 time=0.067 ms
64 bytes from 10.10.13.1: icmp_seq=37 ttl=63 time=0.078 ms
64 bytes from 10.10.13.1: icmp_seq=38 ttl=63 time=0.084 ms
64 bytes from 10.10.13.1: icmp_seq=39 ttl=63 time=0.053 ms
64 bytes from 10.10.13.1: icmp_seq=40 ttl=63 time=0.048 ms
64 bytes from 10.10.13.1: icmp_seq=41 ttl=63 time=0.104 ms
64 bytes from 10.10.13.1: icmp_seq=42 ttl=63 time=0.055 ms
64 bytes from 10.10.13.1: icmp_seq=43 ttl=63 time=0.042 ms
64 bytes from 10.10.13.1: icmp_seq=44 ttl=63 time=0.082 ms
64 bytes from 10.10.13.1: icmp_seq=45 ttl=63 time=0.077 ms
64 bytes from 10.10.13.1: icmp_seq=46 ttl=63 time=0.037 ms
64 bytes from 10.10.13.1: icmp_seq=47 ttl=63 time=0.076 ms
64 bytes from 10.10.13.1: icmp_seq=48 ttl=63 time=0.034 ms
64 bytes from 10.10.13.1: icmp_seq=49 ttl=63 time=0.448 ms
64 bytes from 10.10.13.1: icmp_seq=50 ttl=63 time=0.120 ms

--- 10.10.13.1 ping statistics ---
50 packets transmitted, 47 received, 6% packet loss, time 49924ms
rtt min/avg/max/mdev = 0.029/935.743/6527.376/2032.947 ms, pipe 7
