PING 10.10.1.1 (10.10.1.1) 56(84) bytes of data.
64 bytes from 10.10.1.1: icmp_seq=1 ttl=63 time=2883 ms
64 bytes from 10.10.1.1: icmp_seq=2 ttl=63 time=1905 ms
64 bytes from 10.10.1.1: icmp_seq=4 ttl=63 time=0.052 ms
64 bytes from 10.10.1.1: icmp_seq=3 ttl=63 time=1002 ms
64 bytes from 10.10.1.1: icmp_seq=5 ttl=63 time=0.085 ms
64 bytes from 10.10.1.1: icmp_seq=6 ttl=63 time=0.138 ms
64 bytes from 10.10.1.1: icmp_seq=7 ttl=63 time=0.093 ms
64 bytes from 10.10.1.1: icmp_seq=8 ttl=63 time=0.135 ms
64 bytes from 10.10.1.1: icmp_seq=9 ttl=63 time=0.093 ms
64 bytes from 10.10.1.1: icmp_seq=10 ttl=63 time=0.025 ms
64 bytes from 10.10.1.1: icmp_seq=11 ttl=63 time=0.046 ms
64 bytes from 10.10.1.1: icmp_seq=12 ttl=63 time=0.032 ms
64 bytes from 10.10.1.1: icmp_seq=13 ttl=63 time=0.056 ms
64 bytes from 10.10.1.1: icmp_seq=14 ttl=63 time=0.032 ms
64 bytes from 10.10.1.1: icmp_seq=15 ttl=63 time=0.052 ms
64 bytes from 10.10.1.1: icmp_seq=16 ttl=63 time=0.053 ms
64 bytes from 10.10.1.1: icmp_seq=17 ttl=63 time=0.059 ms
64 bytes from 10.10.1.1: icmp_seq=18 ttl=63 time=0.066 ms
64 bytes from 10.10.1.1: icmp_seq=19 ttl=63 time=0.046 ms
64 bytes from 10.10.1.1: icmp_seq=20 ttl=63 time=0.065 ms
64 bytes from 10.10.1.1: icmp_seq=21 ttl=63 time=0.031 ms
64 bytes from 10.10.1.1: icmp_seq=22 ttl=63 time=0.040 ms
64 bytes from 10.10.1.1: icmp_seq=23 ttl=63 time=0.040 ms
64 bytes from 10.10.1.1: icmp_seq=24 ttl=63 time=0.027 ms
64 bytes from 10.10.1.1: icmp_seq=25 ttl=63 time=0.037 ms
64 bytes from 10.10.1.1: icmp_seq=26 ttl=63 time=0.030 ms
64 bytes from 10.10.1.1: icmp_seq=27 ttl=63 time=0.059 ms
64 bytes from 10.10.1.1: icmp_seq=28 ttl=63 time=0.052 ms
64 bytes from 10.10.1.1: icmp_seq=29 ttl=63 time=0.089 ms
64 bytes from 10.10.1.1: icmp_seq=30 ttl=63 time=0.144 ms
64 bytes from 10.10.1.1: icmp_seq=31 ttl=63 time=0.033 ms
64 bytes from 10.10.1.1: icmp_seq=32 ttl=63 time=0.113 ms
64 bytes from 10.10.1.1: icmp_seq=33 ttl=63 time=0.031 ms
64 bytes from 10.10.1.1: icmp_seq=34 ttl=63 time=0.030 ms
64 bytes from 10.10.1.1: icmp_seq=35 ttl=63 time=0.065 ms
64 bytes from 10.10.1.1: icmp_seq=36 ttl=63 time=0.047 ms
64 bytes from 10.10.1.1: icmp_seq=37 ttl=63 time=0.180 ms
64 bytes from 10.10.1.1: icmp_seq=38 ttl=63 time=0.104 ms
64 bytes from 10.10.1.1: icmp_seq=39 ttl=63 time=0.151 ms
64 bytes from 10.10.1.1: icmp_seq=40 ttl=63 time=0.409 ms
64 bytes from 10.10.1.1: icmp_seq=41 ttl=63 time=0.085 ms
64 bytes from 10.10.1.1: icmp_seq=42 ttl=63 time=0.112 ms
64 bytes from 10.10.1.1: icmp_seq=43 ttl=63 time=0.067 ms
64 bytes from 10.10.1.1: icmp_seq=44 ttl=63 time=0.085 ms
64 bytes from 10.10.1.1: icmp_seq=45 ttl=63 time=0.406 ms
64 bytes from 10.10.1.1: icmp_seq=46 ttl=63 time=0.184 ms
64 bytes from 10.10.1.1: icmp_seq=47 ttl=63 time=0.082 ms
64 bytes from 10.10.1.1: icmp_seq=48 ttl=63 time=0.041 ms
64 bytes from 10.10.1.1: icmp_seq=49 ttl=63 time=0.325 ms
64 bytes from 10.10.1.1: icmp_seq=50 ttl=63 time=0.077 ms

--- 10.10.1.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49999ms
rtt min/avg/max/mdev = 0.025/115.922/2883.849/495.578 ms, pipe 3
